FZ,C3,CZ,C4,PZ,PO7,OZ,PO8,Counter,Validation,Label
22044.0,22044.0,22044.0,22044.0,22044.0,22044.0,22044.0,22044.0,0.0,0.0,0
22045.0,22045.0,22045.0,22045.0,22045.0,22045.0,22045.0,22045.0,0.0,0.0,0
22046.0,22046.0,22046.0,22046.0,22046.0,22046.0,22046.0,22046.0,0.0,0.0,0
22047.0,22047.0,22047.0,22047.0,22047.0,22047.0,22047.0,22047.0,0.0,0.0,0
22048.0,22048.0,22048.0,22048.0,22048.0,22048.0,22048.0,22048.0,0.0,0.0,0
22049.0,22049.0,22049.0,22049.0,22049.0,22049.0,22049.0,22049.0,0.0,0.0,0
22050.0,22050.0,22050.0,22050.0,22050.0,22050.0,22050.0,22050.0,0.0,0.0,0
22051.0,22051.0,22051.0,22051.0,22051.0,22051.0,22051.0,22051.0,0.0,0.0,0
22052.0,22052.0,22052.0,22052.0,22052.0,22052.0,22052.0,22052.0,0.0,0.0,0
22053.0,22053.0,22053.0,22053.0,22053.0,22053.0,22053.0,22053.0,0.0,0.0,0
22054.0,22054.0,22054.0,22054.0,22054.0,22054.0,22054.0,22054.0,0.0,0.0,0
22055.0,22055.0,22055.0,22055.0,22055.0,22055.0,22055.0,22055.0,0.0,0.0,0
22056.0,22056.0,22056.0,22056.0,22056.0,22056.0,22056.0,22056.0,0.0,0.0,0
22057.0,22057.0,22057.0,22057.0,22057.0,22057.0,22057.0,22057.0,0.0,0.0,0
22058.0,22058.0,22058.0,22058.0,22058.0,22058.0,22058.0,22058.0,0.0,0.0,0
22059.0,22059.0,22059.0,22059.0,22059.0,22059.0,22059.0,22059.0,0.0,0.0,0
22060.0,22060.0,22060.0,22060.0,22060.0,22060.0,22060.0,22060.0,0.0,0.0,0
22061.0,22061.0,22061.0,22061.0,22061.0,22061.0,22061.0,22061.0,0.0,0.0,0
22062.0,22062.0,22062.0,22062.0,22062.0,22062.0,22062.0,22062.0,0.0,0.0,0
22063.0,22063.0,22063.0,22063.0,22063.0,22063.0,22063.0,22063.0,0.0,0.0,0
22064.0,22064.0,22064.0,22064.0,22064.0,22064.0,22064.0,22064.0,0.0,0.0,0
22065.0,22065.0,22065.0,22065.0,22065.0,22065.0,22065.0,22065.0,0.0,0.0,0
22066.0,22066.0,22066.0,22066.0,22066.0,22066.0,22066.0,22066.0,0.0,0.0,0
22067.0,22067.0,22067.0,22067.0,22067.0,22067.0,22067.0,22067.0,0.0,0.0,0
22068.0,22068.0,22068.0,22068.0,22068.0,22068.0,22068.0,22068.0,0.0,0.0,0
22069.0,22069.0,22069.0,22069.0,22069.0,22069.0,22069.0,22069.0,0.0,0.0,0
22070.0,22070.0,22070.0,22070.0,22070.0,22070.0,22070.0,22070.0,0.0,0.0,0
22071.0,22071.0,22071.0,22071.0,22071.0,22071.0,22071.0,22071.0,0.0,0.0,0
22072.0,22072.0,22072.0,22072.0,22072.0,22072.0,22072.0,22072.0,0.0,0.0,0
22073.0,22073.0,22073.0,22073.0,22073.0,22073.0,22073.0,22073.0,0.0,0.0,0
22074.0,22074.0,22074.0,22074.0,22074.0,22074.0,22074.0,22074.0,0.0,0.0,0
22075.0,22075.0,22075.0,22075.0,22075.0,22075.0,22075.0,22075.0,0.0,0.0,0
22076.0,22076.0,22076.0,22076.0,22076.0,22076.0,22076.0,22076.0,0.0,0.0,0
22077.0,22077.0,22077.0,22077.0,22077.0,22077.0,22077.0,22077.0,0.0,0.0,0
22078.0,22078.0,22078.0,22078.0,22078.0,22078.0,22078.0,22078.0,0.0,0.0,0
22079.0,22079.0,22079.0,22079.0,22079.0,22079.0,22079.0,22079.0,0.0,0.0,0
22080.0,22080.0,22080.0,22080.0,22080.0,22080.0,22080.0,22080.0,0.0,0.0,0
